"module","size","ME_adjp","ME_phase","rhythmic"
"ME3",232,3.4959010532646e-13,11,TRUE
"ME8",67,0.300222714029037,0,FALSE
"ME10",46,0.17650545104379,13,FALSE
"ME5",174,0.163076061059818,16,FALSE
"ME9",62,0.346924415756792,18,FALSE
"ME1",1727,3.57564994159663e-11,15,TRUE
"ME2",251,2.54419117657311e-08,17,TRUE
"ME6",168,2.02165598749897e-08,19,TRUE
"ME4",197,5.3522264043977e-14,23,TRUE
"ME7",74,6.81620408940039e-06,5,TRUE
