"GeneName","jtk_adjp","jtk_q","jtk_lag","jtk_amp","jtk_per","paper_pval","paper_phase"
"Cpa|evm.model.tig00000632.5",0.17650545104379,0.221071611440229,10,3.94712962279409,24,NA,NA
"Cpa|evm.model.tig00000600.24",1,1,12,1.33987840975046,24,NA,NA
"Cpa|evm.model.tig00000204.83",1,1,6,3.2885603622666,24,NA,NA
"Cpa|evm.model.tig00020553.177",0.00230398116173682,0.0042274540783977,17,0.736611885373204,24,0.00230398116173682,18
"Cpa|evm.model.tig00020537.55",7.79467552133543e-05,0.000200845489397715,19,1.15594222152476,24,7.79467552133543e-05,20
"Cpa|evm.model.tig00021494.1",0.000743430919571751,0.00151717858180377,20,3.34521556741507,24,0.000743430919571751,21
"Cpa|evm.model.tig00001542.22",4.7121014917106e-10,6.17780539465767e-09,11,28.8696561370049,24,4.7121014917106e-10,12
"Cpa|evm.model.tig00020723.11",1.26731419882749e-08,9.62829618589716e-08,15,4.69992768408091,24,1.26731419882749e-08,16
"Cpa|evm.model.tig00000523.40",0.000217736903592499,0.000506153270683303,16,2.86810125140769,24,0.000217736903592499,17
"Cpa|evm.model.tig00000769.14",5.0092537580947e-13,3.31960898461237e-11,22,1560.17984850714,24,5.0092537580947e-13,23
"Cpa|evm.model.tig00001416.4",0.000743430919571751,0.00151717858180377,18,6.1709042369498,24,0.000743430919571751,19
"Cpa|evm.model.tig00000455.19",2.63852949214074e-11,6.01648559599027e-10,11,36.6467033366827,24,2.63852949214074e-11,12
"Cpa|evm.model.tig00020961.138",2.28165450262506e-09,2.26496598227233e-08,11,13.4094180960747,24,2.28165450262506e-09,12
"Cpa|evm.model.tig00000789.33",0.00016344059424198,0.000391192110795032,14,2.320081701447,24,0.00016344059424198,15
"Cpa|evm.model.tig00021357.69",4.12579138229771e-07,1.97110816110055e-06,16,1.84177608393126,24,4.12579138229771e-07,17
"Cpa|evm.model.tig00000615.46",1.34974262245945e-05,4.25541415908281e-05,15,1.94599239161727,24,1.34974262245945e-05,16
"Cpa|evm.model.tig00021742.6",6.49518777339426e-11,1.23394020801382e-09,22,15.3113733331157,24,6.49518777339426e-11,23
"Cpa|evm.model.tig00001085.13",0.258987762830227,0.315233706156895,13,2.70997161034786,24,NA,NA
"Cpa|evm.model.tig00020830.116",1.59484932431485e-05,4.93733919470828e-05,18,14.4249783220634,24,1.59484932431485e-05,19
"Cpa|evm.model.tig00020563.6",1,1,18,0.346099793569136,24,NA,NA
"Cpa|evm.model.tig00020554.105",7.79467552133543e-05,0.000200845489397715,17,117.636376528477,24,7.79467552133543e-05,18
"Cpa|evm.model.tig00020960.43",0.0338965494580158,0.0485155624361122,9,1.65257874866387,24,0.0338965494580158,10
"Cpa|evm.model.tig00020911.11",0.006526548482412,0.0108498672223537,6,8.67317846670748,24,0.006526548482412,7
"Cpa|evm.model.tig00000605.35",0.0138388712938145,0.0214701830360826,18,0.757239357790487,24,0.0138388712938145,19
"Cpa|evm.model.tig00000254.59",8.1051329213735e-06,2.71799920954934e-05,0,12.0142570183948,24,8.1051329213735e-06,1
"Cpa|evm.model.tig00020703.42",3.35367002450122e-06,1.25209093234294e-05,8,9.37110256371851,24,3.35367002450122e-06,9
"Cpa|evm.model.tig00000478.26",0.00329165112182953,0.00583825000332859,16,0.63897825621446,24,0.00329165112182953,17
"Cpa|evm.model.tig00000241.112",6.17444309033888e-10,7.72488399908548e-09,13,0.959499665469914,24,6.17444309033888e-10,14
"Cpa|evm.model.tig00001095.29",3.61670669489525e-14,4.94817976442726e-12,18,9.83652897632871,24,3.61670669489525e-14,19
"Cpa|evm.model.tig00001366.12",1.42056278204452e-11,3.83145430801037e-10,16,11.2524857428865,24,1.42056278204452e-11,17
"Cpa|evm.model.tig00000498.82",3.57564994159663e-11,7.77703862297266e-10,13,5.84804586665258,24,3.57564994159663e-11,14
"Cpa|evm.model.tig00021463.5",0.000122037809271663,0.000300445716774598,20,4.58744345805422,24,0.000122037809271663,21
"Cpa|evm.model.tig00000042.85",0.0253620797345938,0.0372429397297138,15,28.7049120373874,24,0.0253620797345938,16
"Cpa|evm.model.tig00001000.26",0.0590633145807872,0.0807550879967001,11,8.08161733141744,24,NA,NA
"Cpa|evm.model.tig00000073.18",0.00204115547498675,0.00378450302001641,5,6.19164469813643,24,0.00204115547498675,6
"Cpa|evm.model.tig00000826.7",0.006526548482412,0.0108498672223537,12,1.77899549929239,24,0.006526548482412,13
"Cpa|evm.model.tig00000241.191",1.09918735115012e-06,4.67010102986771e-06,8,10.3850178012403,24,1.09918735115012e-06,9
"Cpa|evm.model.tig00000237.30",0.599754116491213,0.688838168456667,15,0.67802443705248,24,NA,NA
"Cpa|evm.model.tig00021133.2",0.000105241674991343,0.000263609185918815,15,4.3791991871141,24,0.000105241674991343,16
"Cpa|evm.model.tig00001214.6",0.000651811136971003,0.00134672706597407,14,3.22065606156193,24,0.000651811136971003,15
"Cpa|evm.model.tig00020904.124",7.75701530101113e-08,4.61746542391768e-07,20,2.38190866331921,24,7.75701530101113e-08,21
"Cpa|evm.model.tig00000889.8",0.0409376124012707,0.0577504236144651,9,3.39941036340571,24,0.0409376124012707,10
"Cpa|evm.model.tig00000792.4",5.66152134668258e-11,1.15303372924934e-09,10,0.860427827787285,24,5.66152134668258e-11,11
"Cpa|evm.model.tig00000903.33",0.000499239948143525,0.00106308594455314,19,0.793343715087359,24,0.000499239948143525,20
"Cpa|evm.model.tig00000093.206",0.00813098439587124,0.0132394807827964,17,3.9242302242438,24,0.00813098439587124,18
"Cpa|evm.model.tig00001576.5",0.0100886248589965,0.0160919068007593,23,0.755708985145518,24,0.0100886248589965,24
"Cpa|evm.model.tig00000983.31",1.4745167564186e-07,8.02797714141254e-07,16,0.517050156500402,24,1.4745167564186e-07,17
"Cpa|evm.model.tig00021589.14",0.0539641095436385,0.0743705213978739,21,12.1305764676821,24,NA,NA
"Cpa|evm.model.tig00020904.26",7.79467552133543e-05,0.000200845489397715,19,1.77169295335819,24,7.79467552133543e-05,20
"Cpa|evm.model.tig00021680.19",0.258987762830227,0.315233706156895,6,1.41328796896569,24,NA,NA
"Cpa|evm.model.tig00021070.19",0.399639638152308,0.472268491310525,12,0.340318179166938,24,NA,NA
"Cpa|evm.model.tig00001366.13",9.6222987116414e-06,3.15993607516447e-05,14,8.30033295346321,24,9.6222987116414e-06,15
"Cpa|evm.model.tig00020960.79",2.32861982968407e-06,9.08370554393889e-06,18,4.78081902983922,24,2.32861982968407e-06,19
"Cpa|evm.model.tig00000441.10",0.000188768682916632,0.000444539242876271,1,3.62112846620331,24,0.000188768682916632,2
