"GeneName","jtk_adjp","jtk_q","jtk_lag","jtk_amp","jtk_per","paper_pval","paper_phase"
"Smo66469|PACid_15408500",3.926364111813e-12,5.48559650401263e-11,17,57.85122812902,24,3.926364111813e-12,18
"Smo77713|PACid_15420851",0.00180629172967614,0.00322837439889862,19,26.8804367575221,24,0.00180629172967614,20
"Smo143534|PACid_15416284",1,1,2,1.52415734889646,24,NA,NA
"Smo79928|PACid_15405883",6.49518777339426e-11,6.47398220267097e-10,1,1.4915160019824,24,6.49518777339426e-11,2
"Smo448239|PACid_15404365",9.06975779783577e-07,3.06841836764048e-06,15,6.69932190375962,24,9.06975779783577e-07,16
"Smo423956|PACid_15403096",0.0253620797345938,0.0372854687448291,10,0.791090302777657,24,0.0253620797345938,11
"Smo271917|PACid_15404541",0.00140974185384053,0.00256636530503699,9,13.7436671639501,24,0.00140974185384053,10
"Smo441298|PACid_15406419",0.231480416783872,0.293620539439787,20,0.203398781593719,24,NA,NA
"Smo95596|PACid_15405682",2.67807677924169e-17,2.11247721447744e-15,0,42.3980568708346,24,2.67807677924169e-17,1
"Smo165616|PACid_15414969",0.000570794194130918,0.00110590117339785,18,6.69447507214779,24,0.000570794194130918,19
"Smo43111|PACid_15405242",8.70760174288285e-11,8.36071766646282e-10,11,3.22876817829255,24,8.70760174288285e-11,12
"Smo414695|PACid_15419087",4.91680755137136e-05,0.000115731709440189,15,0.820379692196673,24,4.91680755137136e-05,16
"Smo85562|PACid_15420781",1,1,14,1.00549410169272,24,NA,NA
"Smo431549|PACid_15401416",0.0996690489880436,0.133317966865468,10,0.511290996804371,24,NA,NA
"Smo161459|PACid_15401738",0.988382087080908,1,3,0.932803845966777,24,NA,NA
"Smo164191|PACid_15408253",1,1,7,0.590519381739375,24,NA,NA
"Smo80096|PACid_15402362",2.54419117657311e-08,1.26564682368691e-07,1,2.95681442163742,24,2.54419117657311e-08,2
"Smo404292|PACid_15408714",6.14058336653434e-07,2.16080378614056e-06,10,2.30514546192703,24,6.14058336653434e-07,11
"Smo428347|PACid_15413256",0.206264316967803,0.263276055243977,11,0.083105828304165,24,NA,NA
"Smo22294|PACid_15411298",0.0208046114889557,0.0310674660332358,5,2.41104853483257,24,0.0208046114889557,6
"Smo448430|PACid_15405945",2.93820662985732e-09,1.8609018248109e-08,19,5.64392023408857,24,2.93820662985732e-09,20
"Smo98591|PACid_15414628",7.75701530101113e-08,3.40837298114258e-07,14,6.81955877923879,24,7.75701530101113e-08,15
"Smo110641|PACid_15408977",0.428431123379186,0.519575952628311,23,0.203429540031593,24,NA,NA
"Smo126850|PACid_15413027",4.7970975925567e-06,1.39405871515758e-05,12,3.60126225487038,24,4.7970975925567e-06,13
"Smo51018|PACid_15405833",0.000217736903592499,0.000454726449534575,14,0.907440550100904,24,0.000217736903592499,15
"Smo101336|PACid_15402361",4.91680755137136e-05,0.000115731709440189,14,1.54266108849863,24,4.91680755137136e-05,15
"Smo81074|PACid_15405236",0.00415285174261279,0.00696408440939014,18,1.08376871448476,24,0.00415285174261279,19
"Smo86206|PACid_15421191",2.32861982968407e-06,7.20526023126343e-06,14,8.13674542244577,24,2.32861982968407e-06,15
"Smo115557|PACid_15422796",6.17382148723683e-09,3.56004270858994e-08,15,4.90851931397944,24,6.17382148723683e-09,16
"Smo84100|PACid_15414767",0.006526548482412,0.0106058825313991,18,16.2946567145992,24,0.006526548482412,19
"Smo92047|PACid_15415436",1,1,22,0.623509237544261,24,NA,NA
"Smo440669|PACid_15406475",1.09918735115012e-06,3.64978905761548e-06,20,4.65061391361829,24,1.09918735115012e-06,21
"Smo89801|PACid_15412342",6.81620408940039e-06,1.91499557971805e-05,19,15.2392954242609,24,6.81620408940039e-06,20
"Smo446130|PACid_15420173",1.15231337981793e-13,2.63481808317315e-12,5,1229.09391869587,24,1.15231337981793e-13,6
"Smo80077|PACid_15402331",9.6222987116414e-06,2.62333746585282e-05,19,85.3679767413726,24,9.6222987116414e-06,20
"Smo420338|PACid_15412105",0.163076061059818,0.211291413284515,9,0.321431932449588,24,NA,NA
"Smo137820|PACid_15422909",1,1,10,0.0643910618755444,24,NA,NA
"Smo66149|PACid_15406173",0.0449272528017537,0.0635278059601776,11,0.669634718331292,24,0.0449272528017537,12
"Smo109804|PACid_15407126",0.372495016110073,0.455695520598891,21,0.487750264070811,24,NA,NA
"Smo64109|PACid_15422559",0.000499239948143525,0.000977955060015941,19,4.25123474980074,24,0.000499239948143525,20
"Smo270833|PACid_15423247",9.62970351485882e-08,4.1299503680011e-07,12,32.9700021379791,24,9.62970351485882e-08,13
"Smo101239|PACid_15401619",0.000380510034381709,0.000760558732640258,14,0.551618621299994,24,0.000380510034381709,15
"Smo131237|PACid_15423142",0.0645868413796852,0.0889539404332072,6,2.10126793722264,24,NA,NA
"Smo103260|PACid_15407445",1.34974262245945e-05,3.56771795316122e-05,10,4.54995564050632,24,1.34974262245945e-05,11
"Smo153225|PACid_15421068",6.23483699434068e-08,2.80457087827287e-07,11,67.1423509159853,24,6.23483699434068e-08,12
"Smo97953|PACid_15414672",1,1,4,1.05179461544973,24,NA,NA
"Smo449061|PACid_15405867",1.93973267720146e-11,2.22846222413542e-10,20,22.2861103715573,24,1.93973267720146e-11,21
"Smo109953|PACid_15408007",0.000743430919571751,0.0014126558483241,9,26.4283572753206,24,0.000743430919571751,10
"Smo414756|PACid_15419718",0.000141324217707872,0.000306038493778009,18,1.97461666490742,24,0.000141324217707872,19
"Smo76120|PACid_15413436",9.06975779783577e-07,3.06841836764048e-06,22,9.47993668474173,24,9.06975779783577e-07,23
"Smo64161|PACid_15422693",0.475099186558634,0.573136630294574,19,0.11827501372517,24,NA,NA
"Smo413526|PACid_15415234",0.491254378756057,0.589948986609291,21,0.123394700519752,24,NA,NA
"Smo74160|PACid_15407488",0.0188159097142957,0.0283131697289046,9,1.34218482236507,24,0.0188159097142957,10
"Smo75439|PACid_15412784",1,1,22,0.252573030342475,24,NA,NA
"Smo168663|PACid_15401433",0.00109522072928067,0.00203102462800012,20,0.959122068504218,24,0.00109522072928067,21
"Smo111490|PACid_15410564",9.06975779783577e-07,3.06841836764048e-06,13,5.29479900470968,24,9.06975779783577e-07,14
"Smo70744|PACid_15422728",8.70760174288285e-11,8.36071766646282e-10,9,15.0414063377425,24,8.70760174288285e-11,10
"Smo73897|PACid_15410149",7.5295658104804e-12,9.6601106577105e-11,0,16.4721176841991,24,7.5295658104804e-12,1
"Smo79088|PACid_15421395",1,1,12,0.562528081801922,24,NA,NA
"Smo167618|PACid_15420737",0.00728846898097494,0.0117490661601988,14,3.24503889271095,24,0.00728846898097494,15
"Smo425588|PACid_15405985",0.000743430919571751,0.0014126558483241,10,8.94492802329857,24,0.000743430919571751,11
"Smo76553|PACid_15416461",0.00292579567385745,0.00502601515882192,10,4.83191607994015,24,0.00292579567385745,11
"Smo171469|PACid_15408949",0.000217736903592499,0.000454726449534575,2,0.277040369767461,24,0.000217736903592499,3
"Smo92344|PACid_15417672",1,1,20,0.845929973258445,24,NA,NA
"Smo60775|PACid_15415709",2.42749499607759e-13,4.96522115450809e-12,23,58.9858634823307,24,2.42749499607759e-13,24
"Smo422991|PACid_15422633",0.0840093011629336,0.113737155208354,3,0.701453360294031,24,NA,NA
"Smo59700|PACid_15412318",1,1,8,0.309250950235634,24,NA,NA
"Smo54023|PACid_15414777",1,1,20,2.32064177385832,24,NA,NA
"Smo446470|PACid_15422495",1.4745167564186e-07,6.0469858821684e-07,15,5.19409753479801,24,1.4745167564186e-07,16
"Smo125887|PACid_15410170",0.0308014115031162,0.0447078772706791,10,1.80527726888427,24,0.0308014115031162,11
"Smo437604|PACid_15419676",0.0705644770037604,0.0967020754683287,7,2.04278778457779,24,NA,NA
"Smo45153|PACid_15411287",1.34974262245945e-05,3.56771795316122e-05,15,0.833493223627442,24,1.34974262245945e-05,16
"Smo441953|PACid_15411768",0.561579704809749,0.668462311443576,1,2.29325235684905,24,NA,NA
"Smo406068|PACid_15413080",0.206264316967803,0.263276055243977,11,0.100236495937805,24,NA,NA
"Smo431723|PACid_15402856",0.198573982853482,0.254504445411063,15,0.265005032458547,24,NA,NA
"Smo130246|PACid_15420348",1,1,22,0.244425872935311,24,NA,NA
"Smo9260|PACid_15406570",1,1,18,0.785590826986355,24,NA,NA
"Smo91491|PACid_15415659",9.99702631935445e-09,5.49186857383797e-08,10,4.73718524255856,24,9.99702631935445e-09,11
"Smo118039|PACid_15405405",2.05556425575899e-10,1.78451986942826e-09,15,4.03424001405867,24,2.05556425575899e-10,16
"Smo177383|PACid_15403391",1.95342604071422e-15,7.63132267943476e-14,8,114.997995191122,24,1.95342604071422e-15,9
"Smo12792|PACid_15407780",0.00728846898097494,0.0117490661601988,10,1.07871324500672,24,0.00728846898097494,11
"Smo267628|PACid_15412754",1.60259654540738e-08,8.35031815663274e-08,10,7.11997521477847,24,1.60259654540738e-08,11
"Smo92970|PACid_15422182",0.0279628419363496,0.0408430417438345,17,1.84842285284941,24,0.0279628419363496,18
"Smo101001|PACid_15422275",1,1,22,0.802699493346053,24,NA,NA
"Smo82310|PACid_15410421",1.54895779200128e-10,1.3984730645637e-09,11,10.3843925385335,24,1.54895779200128e-10,12
"Smo420351|PACid_15412149",1.81883986025281e-07,7.26038594095104e-07,6,44.8743008442862,24,1.81883986025281e-07,7
"Smo89227|PACid_15407669",7.75701530101113e-08,3.40837298114258e-07,8,16.4750999583139,24,7.75701530101113e-08,9
"Smo90184|PACid_15410406",0.15054381024451,0.196163867822558,16,1.37525259568039,24,NA,NA
"Smo439526|PACid_15402413",1.19287108965482e-07,4.99762967828448e-07,8,12.4523353286539,24,1.19287108965482e-07,9
"Smo426892|PACid_15411306",0.0112207107983529,0.017567392043841,4,1.64172210921527,24,0.0112207107983529,5
"Smo140025|PACid_15403530",4.83298004067588e-09,2.88369558272105e-08,16,36.8739799189131,24,4.83298004067588e-09,17
