"module","size","ME_adjp","ME_phase","rhythmic"
"ME6",136,1,16,FALSE
"ME1",524,0.0409376124012707,22,TRUE
"ME5",149,0.930919228067546,21,FALSE
"ME4",173,1,6,FALSE
"ME8",112,0.0996690489880436,20,FALSE
"ME3",195,0.682534345177137,3,FALSE
"ME10",93,1,22,FALSE
"ME2",321,0.399639638152308,6,FALSE
"ME11",49,0.525439924327387,6,FALSE
"ME7",124,1.93973267720146e-11,11,TRUE
"ME9",102,2.63852949214074e-11,8,TRUE
