"module","size","ME_adjp","ME_phase","rhythmic"
"ME3",221,1.99473573106406e-10,10,TRUE
"ME4",207,3.413984278313e-07,6,TRUE
"ME5",129,7.20985016874932e-09,3,TRUE
"ME6",74,5.53450984644949e-08,20,TRUE
"ME1",1614,0.00150496631867209,17,TRUE
"ME2",755,1.99473573106406e-10,13,TRUE
